               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  25,            0.020378,            0.010146,           0.0013065,             0.99676,             0.99316,             0.99471,             0.79152,            0.014625,           0.0061468,          0.00030024,           0.0092416,           0.0092416,           0.0092416
                  26,            0.020701,            0.010529,           0.0013474,              0.9898,             0.99948,             0.99495,             0.78679,            0.014966,           0.0062134,          0.00027797,           0.0091791,           0.0091791,           0.0091791
                  27,            0.021054,            0.010914,           0.0017663,             0.99468,             0.98649,              0.9949,             0.78704,             0.01521,            0.006366,          0.00031527,           0.0091144,           0.0091144,           0.0091144
                  28,             0.02032,            0.010431,           0.0015308,             0.99508,             0.99462,             0.99486,             0.78029,            0.015194,           0.0062936,          0.00024278,           0.0090476,           0.0090476,           0.0090476
                  29,            0.020351,             0.01073,            0.001666,             0.99534,               0.996,             0.99487,             0.79842,             0.01478,           0.0061692,          0.00039496,           0.0089785,           0.0089785,           0.0089785
                  30,            0.020476,            0.010168,           0.0018513,             0.99593,             0.99508,              0.9948,             0.79068,            0.014577,           0.0061266,           0.0003381,           0.0089074,           0.0089074,           0.0089074
                  31,            0.020423,            0.010501,            0.001165,             0.99625,             0.99646,             0.99468,             0.79374,            0.014228,           0.0059702,          0.00023875,           0.0088343,           0.0088343,           0.0088343
                  32,            0.020646,            0.010569,           0.0017639,             0.99121,             0.99783,             0.99471,             0.79991,              0.0146,           0.0060263,          0.00031255,           0.0087591,           0.0087591,           0.0087591
                  33,             0.02058,            0.010712,           0.0019367,             0.98726,             0.99767,             0.99487,             0.79715,            0.014375,           0.0061256,          0.00030405,            0.008682,            0.008682,            0.008682
                  34,            0.020487,            0.010743,           0.0011888,             0.99616,             0.99153,             0.99495,             0.80032,            0.014233,           0.0060604,          0.00022718,           0.0086029,           0.0086029,           0.0086029
                  35,            0.019921,            0.010437,           0.0016846,              0.9882,             0.99646,             0.99472,             0.80069,            0.014318,           0.0060874,          0.00027633,            0.008522,            0.008522,            0.008522
                  36,            0.019164,            0.010175,           0.0015591,             0.99411,             0.99322,             0.99467,             0.80301,            0.013915,           0.0059558,          0.00024511,           0.0084393,           0.0084393,           0.0084393
                  37,            0.019509,            0.010224,           0.0012297,             0.99661,             0.99473,             0.99495,             0.80637,            0.013955,           0.0059562,          0.00016747,           0.0083548,           0.0083548,           0.0083548
                  38,            0.020073,            0.010297,           0.0013207,             0.99216,              0.9981,             0.99495,             0.80623,            0.013608,           0.0059275,           0.0001928,           0.0082685,           0.0082685,           0.0082685
                  39,            0.019482,             0.01018,           0.0013362,             0.99029,             0.99539,             0.99473,             0.80902,            0.013613,           0.0058608,          0.00019489,           0.0081806,           0.0081806,           0.0081806
                  40,            0.019452,            0.009854,           0.0011766,              0.9977,             0.99403,             0.99497,             0.80542,            0.013471,           0.0058843,          0.00014995,           0.0080911,           0.0080911,           0.0080911
                  41,            0.019721,            0.010178,          0.00092624,             0.99319,              0.9977,             0.99497,             0.81013,            0.013408,           0.0058617,          0.00017525,           0.0080001,           0.0080001,           0.0080001
                  42,            0.019242,           0.0097886,          0.00099451,             0.99603,             0.99495,             0.99499,              0.8153,            0.013259,           0.0058397,          0.00017778,           0.0079075,           0.0079075,           0.0079075
                  43,             0.01839,           0.0094587,           0.0010994,             0.99731,             0.99677,             0.99494,             0.81538,            0.013125,           0.0056995,            0.000141,           0.0078135,           0.0078135,           0.0078135
                  44,            0.018965,           0.0098344,            0.001019,             0.99292,             0.99816,             0.99495,             0.81552,            0.013326,           0.0056972,          0.00014014,            0.007718,            0.007718,            0.007718
                  45,             0.01839,            0.009777,           0.0012454,             0.99708,               0.996,             0.99495,             0.82003,            0.012935,           0.0057457,          0.00018024,           0.0076213,           0.0076213,           0.0076213
                  46,            0.018333,           0.0096862,           0.0009081,             0.99634,             0.99954,             0.99499,             0.81952,            0.012821,           0.0057004,          0.00015646,           0.0075233,           0.0075233,           0.0075233
                  47,            0.018854,           0.0099881,           0.0016098,             0.99766,             0.99815,             0.99498,             0.82042,            0.012919,           0.0057791,          0.00025732,            0.007424,            0.007424,            0.007424
                  48,            0.019062,           0.0096939,            0.001296,               0.997,             0.99462,             0.99493,             0.81739,            0.013073,           0.0057284,          0.00019641,           0.0073236,           0.0073236,           0.0073236
                  49,            0.018128,           0.0096194,          0.00093247,             0.99466,             0.99737,              0.9949,             0.81654,            0.012773,           0.0057076,           0.0001775,           0.0072221,           0.0072221,           0.0072221
                  50,            0.018158,           0.0094489,           0.0011852,             0.99668,             0.99816,             0.99498,             0.82321,            0.012792,           0.0056109,          0.00012538,           0.0071195,           0.0071195,           0.0071195
                  51,            0.017934,           0.0094544,          0.00089226,             0.99658,             0.99665,             0.99495,             0.82177,            0.012663,           0.0055775,          0.00015174,            0.007016,            0.007016,            0.007016
                  52,            0.018396,           0.0098358,          0.00086671,             0.99567,              0.9975,             0.99488,              0.8282,            0.012402,           0.0055256,          0.00017188,           0.0069116,           0.0069116,           0.0069116
                  53,             0.01769,           0.0096747,          0.00063686,             0.99827,             0.99658,             0.99499,             0.83035,            0.012222,           0.0055644,          0.00015546,           0.0068063,           0.0068063,           0.0068063
                  54,            0.017623,           0.0096315,           0.0012427,             0.99596,             0.99868,             0.99499,             0.82773,            0.012294,           0.0055267,          0.00018031,           0.0067002,           0.0067002,           0.0067002
                  55,            0.017079,           0.0092644,           0.0011147,             0.99625,             0.99875,             0.99494,             0.82859,            0.012181,           0.0054494,          0.00014429,           0.0065934,           0.0065934,           0.0065934
                  56,            0.017187,           0.0096149,           0.0010671,             0.99564,             0.99954,             0.99482,             0.82708,            0.012226,           0.0054387,          0.00014341,            0.006486,            0.006486,            0.006486
                  57,            0.017493,           0.0093963,           0.0010796,             0.99776,             0.99862,             0.99499,             0.83018,             0.01201,           0.0053906,          0.00014094,           0.0063779,           0.0063779,           0.0063779
                  58,            0.017445,           0.0095541,          0.00087802,             0.99686,             0.99585,             0.99474,             0.82764,            0.012381,           0.0055734,          0.00015086,           0.0062693,           0.0062693,           0.0062693
                  59,            0.017346,            0.009239,           0.0010178,             0.99727,             0.99862,             0.99497,             0.83536,            0.012134,           0.0054119,          0.00013956,           0.0061603,           0.0061603,           0.0061603
                  60,            0.017405,           0.0095429,          0.00074409,             0.99659,             0.99954,             0.99499,             0.83942,            0.011699,           0.0053739,          0.00011346,           0.0060508,           0.0060508,           0.0060508
                  61,            0.017262,           0.0093265,          0.00074935,             0.99841,             0.99908,               0.995,             0.83817,            0.011739,           0.0054153,          0.00011009,           0.0059411,           0.0059411,           0.0059411
                  62,            0.017045,           0.0091951,           0.0010595,             0.99722,             0.99954,               0.995,             0.83895,            0.011667,           0.0052882,          0.00011117,            0.005831,            0.005831,            0.005831
                  63,            0.016893,            0.009165,          0.00058142,             0.99751,             0.99696,               0.995,             0.83707,            0.011757,           0.0053466,          0.00011422,           0.0057208,           0.0057208,           0.0057208
                  64,             0.01682,           0.0090132,          0.00090118,             0.99646,             0.99908,             0.99499,             0.83644,            0.011736,           0.0052824,          0.00012016,           0.0056104,           0.0056104,           0.0056104
                  65,            0.017194,           0.0090545,          0.00075322,             0.99775,             0.99862,               0.995,             0.84391,             0.01145,           0.0052323,          0.00011647,              0.0055,              0.0055,              0.0055
                  66,            0.016615,           0.0089826,          0.00064521,             0.99689,             0.99678,             0.99496,             0.84294,            0.011179,           0.0052374,          8.8555e-05,           0.0053896,           0.0053896,           0.0053896
                  67,            0.016286,           0.0087056,           0.0006785,             0.99622,             0.99908,               0.995,             0.85013,            0.011052,           0.0051258,          0.00010498,           0.0052792,           0.0052792,           0.0052792
                  68,             0.01614,           0.0087571,          0.00073621,             0.99664,             0.99724,             0.99499,             0.84489,            0.011405,           0.0052493,          0.00010259,            0.005169,            0.005169,            0.005169
                  69,            0.016211,           0.0088766,          0.00081709,             0.99805,             0.99908,               0.995,              0.8481,            0.011225,           0.0050977,          9.6738e-05,           0.0050589,           0.0050589,           0.0050589
                  70,            0.015722,           0.0087694,          0.00090092,             0.99924,             0.99862,             0.99493,             0.85225,             0.01098,           0.0050069,          8.2291e-05,           0.0049492,           0.0049492,           0.0049492
                  71,            0.016335,           0.0089631,          0.00093195,             0.99661,             0.99908,             0.99499,             0.85647,            0.010722,           0.0050832,          0.00010015,           0.0048397,           0.0048397,           0.0048397
                  72,            0.015669,            0.008679,          0.00072261,              0.9975,             0.99907,             0.99499,             0.85293,            0.010944,           0.0050285,          8.6232e-05,           0.0047307,           0.0047307,           0.0047307
                  73,            0.015856,           0.0086799,          0.00074346,             0.99827,             0.99816,             0.99499,             0.85781,            0.010734,           0.0050201,          7.5075e-05,           0.0046221,           0.0046221,           0.0046221
                  74,            0.016226,           0.0087788,          0.00078534,              0.9987,             0.99954,               0.995,             0.85624,            0.010758,           0.0049748,          7.6741e-05,            0.004514,            0.004514,            0.004514
                  75,             0.01579,           0.0086536,          0.00060133,             0.99788,             0.99907,             0.99496,             0.85447,            0.010674,           0.0050067,          7.7385e-05,           0.0044066,           0.0044066,           0.0044066
                  76,            0.015617,           0.0088966,          0.00094199,             0.99918,             0.99954,               0.995,             0.85572,            0.010706,           0.0049532,          8.2827e-05,           0.0042998,           0.0042998,           0.0042998
                  77,             0.01592,           0.0087454,          0.00043593,             0.99759,             0.99954,             0.99499,             0.85914,            0.010644,           0.0049381,          7.6509e-05,           0.0041937,           0.0041937,           0.0041937
                  78,            0.015338,           0.0082024,          0.00076435,             0.99768,             0.99954,             0.99498,             0.86433,            0.010391,           0.0049485,          6.8805e-05,           0.0040884,           0.0040884,           0.0040884
                  79,            0.015568,           0.0085542,          0.00043454,             0.99916,             0.99862,               0.995,             0.86219,            0.010536,           0.0049098,          8.0762e-05,            0.003984,            0.003984,            0.003984
                  80,            0.015609,           0.0083972,          0.00040186,             0.99929,             0.99954,               0.995,             0.86489,            0.010338,           0.0048049,          7.7945e-05,           0.0038805,           0.0038805,           0.0038805
                  81,            0.015393,           0.0084203,          0.00069212,             0.99954,             0.99858,               0.995,             0.86476,            0.010286,           0.0048128,          6.4585e-05,           0.0037779,           0.0037779,           0.0037779
                  82,            0.015769,           0.0085788,          0.00076981,             0.99912,             0.99954,               0.995,             0.86322,             0.01024,           0.0048366,          6.6783e-05,           0.0036764,           0.0036764,           0.0036764
                  83,            0.015016,           0.0084693,          0.00057634,             0.99923,             0.99954,             0.99498,              0.8638,            0.010206,           0.0048158,          7.6275e-05,            0.003576,            0.003576,            0.003576
                  84,             0.01506,           0.0085555,          0.00075573,             0.99913,             0.99953,             0.99498,             0.86112,            0.010225,           0.0048207,          7.2043e-05,           0.0034767,           0.0034767,           0.0034767
                  85,            0.014839,           0.0084061,          0.00065899,             0.99881,             0.99862,               0.995,             0.86735,           0.0099412,            0.004718,          6.4685e-05,           0.0033787,           0.0033787,           0.0033787
                  86,            0.015045,           0.0083746,           0.0005368,             0.99787,             0.99862,               0.995,             0.87016,           0.0098681,           0.0046584,          8.1551e-05,            0.003282,            0.003282,            0.003282
                  87,            0.014878,           0.0083732,          0.00085304,             0.99921,             0.99954,               0.995,             0.86555,           0.0099919,           0.0046827,          5.7191e-05,           0.0031865,           0.0031865,           0.0031865
                  88,            0.014974,           0.0086442,          0.00055165,              0.9988,             0.99954,               0.995,             0.87155,           0.0098401,           0.0046557,          5.2201e-05,           0.0030925,           0.0030925,           0.0030925
                  89,            0.014556,           0.0084639,           0.0005252,             0.99928,             0.99862,               0.995,             0.87271,           0.0096768,           0.0046221,          4.9937e-05,           0.0029999,           0.0029999,           0.0029999
                  90,            0.014799,           0.0085387,          0.00075082,             0.99841,             0.99953,               0.995,             0.87131,            0.009841,           0.0046748,          5.7965e-05,           0.0029089,           0.0029089,           0.0029089
                  91,            0.014234,           0.0078861,          0.00053683,             0.99875,             0.99892,               0.995,             0.87398,           0.0097032,           0.0046185,          5.9564e-05,           0.0028194,           0.0028194,           0.0028194
                  92,            0.014761,           0.0083744,          0.00062008,             0.99875,             0.99931,               0.995,             0.87371,           0.0097022,            0.004626,           6.007e-05,           0.0027315,           0.0027315,           0.0027315
                  93,            0.014306,           0.0077991,          0.00056318,             0.99924,             0.99954,               0.995,             0.87994,           0.0095179,           0.0045574,          4.7759e-05,           0.0026452,           0.0026452,           0.0026452
                  94,            0.014553,            0.008146,           0.0005562,             0.99926,             0.99908,               0.995,             0.87644,           0.0095313,           0.0045695,          4.1628e-05,           0.0025607,           0.0025607,           0.0025607
                  95,            0.013993,           0.0082457,          0.00044672,             0.99904,             0.99908,             0.99499,              0.8758,           0.0094618,           0.0045588,          3.9778e-05,            0.002478,            0.002478,            0.002478
                  96,            0.014001,            0.007856,           0.0004896,             0.99776,             0.99954,             0.99499,             0.87735,           0.0094039,           0.0045161,           3.876e-05,           0.0023971,           0.0023971,           0.0023971
                  97,            0.014145,           0.0081433,          0.00053628,             0.99858,             0.99954,               0.995,             0.88329,            0.009293,           0.0044661,          4.0694e-05,            0.002318,            0.002318,            0.002318
                  98,            0.013749,           0.0078018,          0.00047625,             0.99886,             0.99954,               0.995,             0.88416,           0.0090981,           0.0044112,          3.9727e-05,           0.0022409,           0.0022409,           0.0022409
                  99,            0.013905,           0.0079511,          0.00033056,             0.99911,             0.99954,               0.995,             0.88483,            0.009025,           0.0044017,          3.8828e-05,           0.0021657,           0.0021657,           0.0021657
                 100,            0.013934,           0.0080694,          0.00074136,             0.99907,             0.99954,               0.995,             0.88514,           0.0089561,           0.0044368,          3.9856e-05,           0.0020926,           0.0020926,           0.0020926
                 101,            0.013937,           0.0082827,          0.00056658,             0.99889,             0.99954,               0.995,             0.88036,           0.0090807,           0.0044014,          4.0003e-05,           0.0020215,           0.0020215,           0.0020215
                 102,            0.013659,           0.0080109,          0.00063205,              0.9992,             0.99954,               0.995,             0.88654,           0.0090408,           0.0043898,           3.749e-05,           0.0019524,           0.0019524,           0.0019524
                 103,            0.013677,           0.0077179,          0.00059562,             0.99934,             0.99954,               0.995,             0.88815,           0.0089208,           0.0043816,          3.9163e-05,           0.0018856,           0.0018856,           0.0018856
                 104,            0.013506,           0.0080457,          0.00072076,             0.99923,             0.99954,               0.995,             0.89122,           0.0088094,           0.0043551,          3.7863e-05,           0.0018209,           0.0018209,           0.0018209
                 105,            0.013182,           0.0074652,          0.00056781,              0.9992,             0.99954,               0.995,             0.88913,             0.00883,           0.0043352,          3.8392e-05,           0.0017584,           0.0017584,           0.0017584
                 106,            0.013593,           0.0081014,          0.00040976,             0.99931,             0.99862,               0.995,             0.88885,           0.0088088,           0.0043143,          3.9437e-05,           0.0016982,           0.0016982,           0.0016982
                 107,            0.013321,             0.00785,           0.0005829,             0.99816,             0.99908,             0.99499,             0.88974,           0.0087426,            0.004317,          3.8046e-05,           0.0016402,           0.0016402,           0.0016402
                 108,            0.013156,           0.0076794,          0.00034061,             0.99922,             0.99908,               0.995,             0.89231,           0.0086623,           0.0042934,          3.5921e-05,           0.0015846,           0.0015846,           0.0015846
                 109,            0.013289,           0.0075164,          0.00034332,             0.99938,             0.99908,               0.995,             0.88841,           0.0087134,           0.0042659,          2.9699e-05,           0.0015314,           0.0015314,           0.0015314
                 110,            0.013214,           0.0076946,          0.00042568,             0.99908,             0.99954,               0.995,             0.89372,            0.008556,           0.0042416,          2.7817e-05,           0.0014805,           0.0014805,           0.0014805
                 111,            0.013245,           0.0080858,          0.00027339,             0.99912,             0.99954,               0.995,             0.89545,           0.0085863,           0.0042192,          2.6953e-05,            0.001432,            0.001432,            0.001432
                 112,            0.012948,           0.0074975,          0.00042319,             0.99912,             0.99954,             0.99499,             0.89549,           0.0086097,           0.0042364,          2.7114e-05,           0.0013861,           0.0013861,           0.0013861
                 113,            0.013288,           0.0076872,          0.00061592,             0.99916,             0.99908,               0.995,             0.89555,           0.0086787,           0.0042094,          2.6251e-05,           0.0013425,           0.0013425,           0.0013425
                 114,            0.013224,            0.007483,          0.00023506,             0.99935,             0.99862,               0.995,             0.89639,           0.0085094,           0.0042094,           2.909e-05,           0.0013015,           0.0013015,           0.0013015
                 115,            0.013115,           0.0076871,          0.00050083,             0.99902,             0.99954,               0.995,             0.89668,           0.0084247,           0.0041604,          2.5909e-05,           0.0012631,           0.0012631,           0.0012631
                 116,            0.012908,           0.0074956,          0.00034055,             0.99913,             0.99954,               0.995,             0.89502,           0.0084922,            0.004173,          2.5349e-05,           0.0012271,           0.0012271,           0.0012271
                 117,            0.013204,           0.0077333,          0.00038726,             0.99924,             0.99908,               0.995,             0.89507,           0.0084693,           0.0041639,          2.4559e-05,           0.0011938,           0.0011938,           0.0011938
                 118,            0.012785,             0.00732,           0.0002706,             0.99933,             0.99908,               0.995,             0.89749,           0.0082721,           0.0040972,          2.4681e-05,            0.001163,            0.001163,            0.001163
                 119,             0.01261,           0.0073895,          0.00037767,             0.99932,             0.99954,               0.995,             0.89973,           0.0082135,           0.0041174,           2.397e-05,           0.0011349,           0.0011349,           0.0011349
                 120,            0.013212,            0.007564,          0.00020154,             0.99921,             0.99954,               0.995,             0.90186,           0.0081258,            0.004096,          2.3817e-05,           0.0011093,           0.0011093,           0.0011093
                 121,             0.01274,           0.0073698,          0.00035148,             0.99927,             0.99954,               0.995,             0.90035,           0.0082176,           0.0041001,          2.3087e-05,           0.0010865,           0.0010865,           0.0010865
                 122,            0.012973,           0.0077141,          0.00064241,             0.99907,             0.99954,               0.995,             0.90018,           0.0082882,           0.0040978,          2.3591e-05,           0.0010663,           0.0010663,           0.0010663
                 123,            0.013124,           0.0075138,          0.00042508,             0.99908,             0.99908,               0.995,             0.90399,           0.0082241,           0.0040784,          2.4197e-05,           0.0010487,           0.0010487,           0.0010487
                 124,            0.012981,           0.0076017,          0.00042807,              0.9993,             0.99907,               0.995,             0.90122,           0.0082179,           0.0040719,          2.3803e-05,           0.0010338,           0.0010338,           0.0010338
                 125,            0.012751,              0.0076,          0.00027113,             0.99911,             0.99954,               0.995,             0.90096,           0.0081251,            0.004067,          2.3559e-05,           0.0010217,           0.0010217,           0.0010217
                 126,            0.012707,           0.0074924,          0.00050101,             0.99922,             0.99954,               0.995,             0.90314,           0.0080694,           0.0040405,          2.3307e-05,           0.0010122,           0.0010122,           0.0010122
                 127,            0.012566,           0.0074776,          0.00052486,             0.99938,             0.99908,               0.995,              0.9038,           0.0080418,           0.0040429,          2.3565e-05,           0.0010054,           0.0010054,           0.0010054
